,Strain,Standard force,Test time,temp,"density, tex","density, g/cm^3",fiber type,"test speed, mm/min","polymer content, %","test speed, %/min"
0,731.5730452537537,2426.25601348877,17.269990234377474,1.0,800,1.79,high strength,7,45.811695642357186,
0,783.9057445526123,2597.2387603759767,10.259990234375437,1.0,800,1.79,high strength,15,43.75439418795406,
0,938.444972038269,3126.7227050781253,155.0399804687495,1.0,800,1.79,high strength,1,60.92478020188864,
0,939.433753490448,3196.955131530762,16.899995117189974,1.0,800,1.79,high strength,10,39.34799090219863,
0,975.5220413208008,3370.1058654785156,168.2999707031231,1.0,800,1.79,high strength,,26.86474132557656,0.5
0,805.8519959449768,2418.282491861979,69.98002685546817,1.0,750,1.82,high modulus fiber,1,49.7472132545532,
0,1434.7041845321655,4.739691317081451,87.01997558593757,1.0,800,1.79,high strength,,52.167414050822124,1.25
0,4223.506927490234,5.7367992997169495,1097.9099707031255,1.0,800,1.79,high strength,,39.50642744208428,0.1
0,527.0280838012695,2014.1139306640623,46.200046386718896,1.0,750,1.82,high modulus fiber,1,26.388579076511263,
0,636.101484298706,2533.3066992187496,55.39002929687558,1.0,750,1.82,high modulus fiber,1,26.562221826597835,
0,1000.0790357589722,3359.6119995117188,172.6499975585939,1.0,800,1.79,high strength,,50.98,0.5
1,1000.0790357589722,3042.3619995117188,172.6600073242189,1.0,800,1.79,high strength,,50.98,0.5
0,1324.710726737976,3429.230712890625,29.26996093749949,1.0,800,1.79,high strength,,49.48915164734244,4.0
0,1298.1749773025513,1809.8624267578125,993.5299877929683,1.0,800,1.79,high strength,,38.80176640356062,0.1
0,924.8747825622559,3188.1151428222656,64.40996826171977,1.0,800,1.79,high strength,,46.1,1.25
0,983.0520153045654,3298.150634765625,169.49003417968925,1.0,800,1.79,high strength,,46.58,0.5
0,1016.1370038986206,3449.0775146484375,22.639975585938373,1.0,800,1.79,high strength,,35.587761674718195,4.0
0,1101.2860536575317,1188.9688568115234,186.37000000000262,1.0,800,1.79,high strength,,25.88225385328056,0.5
0,995.0597286224365,0.38752783834934235,190.93998779296817,1.0,800,1.79,high strength,,25.486875529212526,0.5
0,1326.3819217681885,3582.5105895996094,152.44001464843768,1.0,800,1.79,high strength,,51.42147391664367,0.75
0,1234.8638772964478,1850.639419555664,421.0300024414064,1.0,800,1.79,high strength,,35.604258900150015,0.25
0,997.165858745575,1942.515609741211,49.360019531250146,1.0,800,1.79,high strength,,40.01158867037049,1.75
0,1076.4458179473877,3558.1981201171875,370.2099707031266,1.0,800,1.79,high strength,,34.67691051479049,0.25
0,1289.5808219909668,267.1550045013428,74.5599731445318,1.0,800,1.79,high strength,,51.142325736335124,1.5
0,1185.4808330535889,4060.5759887695312,51.70003662109366,1.0,800,1.79,high strength,,46.38233054074638,2.0
0,1267.5031423568726,5.489090323448181,385.7300219726567,1.0,800,1.79,high strength,,36.09527613376421,0.25
0,1208.700180053711,4237.064483642578,52.70997558593763,1.0,800,1.79,high strength,,46.38233054074638,2.0
0,1599.2281436920166,7.457080721855164,413.09996826171846,1.0,800,1.79,high strength,,51.74,0.25
0,1315.4749870300293,7.441056132316589,42.850009765625146,1.0,800,1.79,high strength,,51.50446379367354,2.5
0,1276.8511772155762,2144.2482147216797,72.76999511718714,1.0,800,1.79,high strength,,51.41342756183746,1.5
0,1367.612361907959,2.4897637367248535,428.8100219726548,1.0,800,1.79,high strength,,37.55765273540056,0.25
0,1401.167869567871,5.948368191719055,1118.7699682617167,1.0,800,1.79,high strength,,51.73453996983408,0.1
0,1295.664668083191,829.4046020507812,27.98999267578165,1.0,800,1.79,high strength,,56.71,4.0
0,657.7660441398621,1135.1640519205728,58.14002929687467,1.0,750,1.82,high modulus fiber,1,26.971762414800395,
1,657.7660441398621,1135.1640519205728,58.14002929687467,1.0,750,1.82,high modulus fiber,1,26.971762414800395,
0,1726.3484001159668,2.5075441002845764,59.08997070312489,1.0,800,1.79,high strength,,43.3774088730174,1.75
0,1296.417236328125,4417.174896240234,1097.0399755859362,1.0,800,1.79,high strength,,38.39260711285355,0.1
0,1061.5570545196533,932.3019332885742,271.4300146484384,1.0,800,1.79,high strength,,23.524810984618057,0.5
1,1061.5570545196533,932.3263092041016,271.5400000000009,1.0,800,1.79,high strength,,23.524810984618057,0.5
2,1061.5570545196533,932.2984313964844,271.7700415039071,1.0,800,1.79,high strength,,23.524810984618057,0.5
3,1061.5570545196533,932.2984313964844,271.7700415039071,1.0,800,1.79,high strength,,23.524810984618057,0.5
4,1061.5570545196533,932.2775573730469,271.7799902343759,1.0,800,1.79,high strength,,23.524810984618057,0.5
5,1061.5570545196533,932.2705535888672,271.7900000000009,1.0,800,1.79,high strength,,23.524810984618057,0.5
0,1007.8216791152954,3380.062774658203,87.33002441406279,1.0,800,1.79,high strength,,46.92,1.0
0,1118.3254718780518,2.4357925951480865,19.899985351563373,1.0,800,1.79,high strength,,51.0,5.0
0,1004.3224096298218,3419.18701171875,50.050012207031614,1.0,800,1.79,high strength,,39.43356619291785,1.75
0,2199.4667053222656,5.7728278040885925,185.59998046875262,1.0,800,1.79,high strength,,38.54963164693971,0.5
0,2493.821620941162,4.405995815992355,40.389987792968896,1.0,800,1.79,high strength,,38.83,2.0
0,1188.6197328567505,4.952502071857452,33.09001953124971,1.0,800,1.79,high strength,,54.78,3.0
0,999.1649389266968,3358.3189086914062,115.12001464843706,1.0,800,1.79,high strength,,45.73,0.75
0,1030.9638977050781,3464.925018310547,30.39001708984415,1.0,800,1.79,high strength,,46.18,3.0
0,4330.283641815186,3.2622010409832,99.40996093750073,1.0,800,1.79,high strength,,36.22264096245832,1.0
1,4330.283641815186,3.2622010409832,99.40996093750073,1.0,800,1.79,high strength,,36.22264096245832,1.0
0,1186.355471611023,934.7705612182617,131.81004882812704,1.0,800,1.79,high strength,,34.973767826793775,0.75
0,1292.3054695129395,4164.832122802734,74.73996582031259,1.0,800,1.79,high strength,,40.05653758386976,1.5
0,597.4709391593933,2293.347815755208,52.139978027344114,1.0,750,1.82,high modulus fiber,1,27.152317880794698,
0,1188.8312101364136,1301.116470336914,76.32004394531032,1.0,800,1.79,high strength,,33.9562460129836,1.25
0,1353.7163734436035,1791.380126953125,65.04998291015636,1.0,800,1.79,high strength,,52.405419292030615,1.75
0,1056.473970413208,3409.8228149414062,906.4499536132826,1.0,800,1.79,high strength,,47.9,0.1
0,1030.328869819641,2765.8773193359375,71.63999023437646,1.0,800,1.79,high strength,,49.29,1.25
0,822.0793604850769,1167.554443359375,46.340000000000146,1.0,800,1.79,high strength,,41.73,1.5
0,1072.759509086609,1378.546875,88.46997802734222,1.0,800,1.79,high strength,,46.28,1.0
0,1264.8321390151978,3175.044708251953,37.03001220703118,1.0,800,1.79,high strength,,48.8119128639153,3.0
0,1116.7117357254028,3812.1399536132812,48.880029296875364,1.0,800,1.79,high strength,,38.92494013950099,2.0
0,678.0674457550049,1965.2264099121094,58.98999511718739,1.0,750,1.82,high modulus fiber,1,48.76731043904862,
0,1197.8696584701538,2.6779984831809998,49.569970703125364,1.0,800,1.79,high strength,,36.231884057971016,2.0
0,1091.9824838638306,1.0910481959581375,25.95001464843699,1.0,800,1.79,high strength,,42.253428702670774,4.0
0,1070.531964302063,3089.700714111328,23.799999999999272,1.0,800,1.79,high strength,,38.16533745564417,4.0
0,1044.4852113723755,3623.8738403320312,36.73998291015596,1.0,800,1.79,high strength,,40.29445688309926,2.5
0,1207.7677249908447,3186.492462158203,35.42003662109346,1.0,800,1.79,high strength,,42.84044038842519,3.0
0,1353.1849384307861,378.6064109802246,1084.8299731445331,1.0,800,1.79,high strength,,51.37852920050832,0.1
0,1252.7090311050415,4201.557769775391,215.73999755859404,1.0,800,1.79,high strength,,42.00032954358214,0.5
0,823.5340118408203,2732.3731384277344,48.120029296875146,1.0,800,1.79,high strength,,46.11,1.5
0,1205.8507204055786,3.1361919343471527,38.44999511718743,1.0,800,1.79,high strength,,46.83,2.5
0,1411.2416505813599,171.3929843902588,225.50999755859266,1.0,800,1.79,high strength,,51.62442966302017,0.5
0,1043.7437295913696,3491.97802734375,45.719943847656396,1.0,800,1.79,high strength,,50.63,2.0
0,3357.9299449920654,4.479502558708191,115.63002441406206,1.0,800,1.79,high strength,,51.67623074599818,1.0
0,1276.7904996871948,2036.1835327148438,22.45002441406359,1.0,800,1.79,high strength,,54.73,5.0
0,1062.3010396957397,1833.1509704589844,18.710043945311554,1.0,800,1.79,high strength,,43.12857465990242,5.0
0,1176.2222051620483,3830.969696044922,1009.1600244140609,1.0,800,1.79,high strength,,51.43,0.1
0,1680.760145187378,2.6672076880931854,27.550000000000182,1.0,800,1.79,high strength,,55.58,4.0
0,1211.201786994934,15.69420576095581,99.60997314453016,1.0,800,1.79,high strength,,51.99,1.0
0,5295.928955078125,4.414228856563568,63.21001708984386,1.0,800,1.79,high strength,,50.16987542468856,1.75
0,1224.9653339385986,1117.532455444336,51.619958496093886,1.0,800,1.79,high strength,,46.38233054074638,2.0
0,1180.4288625717163,2448.2312622070312,135.8299975585942,1.0,800,1.79,high strength,,40.23769100169779,0.75
0,1023.5500335693359,2056.9151458740234,35.15996582031221,1.0,800,1.79,high strength,,42.9,2.5
0,574.6511220932007,2153.423309326172,50.219995117187864,1.0,750,1.82,high modulus fiber,1,27.634752861716592,
0,864.4137978553772,2143.466262817383,19.399985351563373,1.0,800,1.79,high strength,,51.1,4.0
0,707.5649499893188,2426.983626302083,61.550053710937846,1.0,750,1.82,high modulus fiber,1,49.80530542711122,
0,1043.2969331741333,2035.7064514160156,18.749970703123836,1.0,800,1.79,high strength,,38.65885961243553,5.0
0,1640.1188373565674,889.7520217895508,89.5899829101545,1.0,800,1.79,high strength,,39.643347050754464,1.25
0,899.9271392822266,3063.5513305664062,78.11996093749985,1.0,800,1.79,high strength,,23.073560907382316,0.5
0,1314.1177892684937,1775.38623046875,23.290000000000873,1.0,800,1.79,high strength,,51.23437976226761,5.0
0,1124.6180534362793,3892.64501953125,97.25999755859448,1.0,800,1.79,high strength,,44.9397778820585,1.0
0,1211.866021156311,4012.270477294922,1039.8799877929669,1.0,800,1.79,high strength,,51.78,0.1
0,668.7180399894714,2297.310551757812,58.21998535156263,1.0,750,1.82,high modulus fiber,1,49.43613630791861,
0,1033.3251953125,3551.5340881347656,178.2799926757798,1.0,800,1.79,high strength,,34.783414236484234,0.5
0,1165.7379865646362,3827.434295654297,400.5800292968779,1.0,800,1.79,high strength,,48.99,0.25
0,1236.9539737701416,3976.6607666015625,61.44000732421864,1.0,800,1.79,high strength,,48.21549415953159,1.75
0,1386.3990306854248,4833.4932861328125,476.2299682617195,1.0,800,1.79,high strength,,52.10884353741496,0.25
0,1003.6716461181641,3269.9193420410156,13.150004882812937,1.0,800,1.79,high strength,,49.01,7.0
0,1375.1188516616821,6.244286119937897,56.82002197265638,1.0,800,1.79,high strength,,49.42,1.75
0,1314.3764734268188,434.26043701171875,40.12998779296868,1.0,800,1.79,high strength,,42.398952708231064,2.5
0,767.9169774055481,2105.8684130859374,66.63994873046886,1.0,750,1.82,high modulus fiber,1,50.142019701456455,
0,999.6099472045898,2986.3877563476562,35.20000488281221,1.0,800,1.79,high strength,,41.362652007329665,2.5
0,563.0511045455933,2187.822325846354,49.199975585936954,1.0,750,1.82,high modulus fiber,1,25.464155034557535,
0,652.4049043655396,2514.6851725260412,56.81001220703183,1.0,750,1.82,high modulus fiber,1,26.46731137751236,
0,964.5777940750122,2737.6188354492188,24.580029296875182,1.0,800,1.79,high strength,,52.59,3.5
0,1054.4989109039307,3432.700469970703,362.38002441406206,1.0,800,1.79,high strength,,37.091182042391964,0.25
0,988.7419939041138,3253.080047607422,57.48994384765592,1.0,800,1.79,high strength,,38.29108376284141,1.5
0,1083.1340551376343,1.8181609958410263,385.13999511718794,1.0,800,1.79,high strength,,49.0,0.25
1,1083.1340551376343,1.8181609958410263,385.13999511718794,1.0,800,1.79,high strength,,49.0,0.25
0,1094.8772430419922,3910.58349609375,27.72998291015756,1.0,800,1.79,high strength,,47.28329239801114,3.5
0,1138.4168863296509,1704.4481964111328,195.07994140625306,1.0,800,1.79,high strength,,37.05068135484101,0.5
0,1202.4257183074951,3915.3724365234375,83.33998291015632,1.0,800,1.79,high strength,,51.6257592831817,1.25
0,1034.3270301818848,3296.6622619628906,355.9199609374991,1.0,800,1.79,high strength,,48.21,0.25
0,1093.1775569915771,3845.9061584472656,27.629956054687682,1.0,800,1.79,high strength,,52.74,3.5
0,1098.3120203018188,3101.4418029785156,63.70001708984455,1.0,800,1.79,high strength,,34.0131973605279,1.5
0,1282.7019691467285,4.610161542892456,42.37998779296868,1.0,800,1.79,high strength,,46.71510747805026,2.5
0,1388.5761499404907,4.445266842842102,85.62001220703132,1.0,800,1.79,high strength,,40.71,1.0
0,994.8806166648865,2266.201400756836,169.8999975585939,1.0,800,1.79,high strength,,26.319755515552387,0.5
0,1281.5409898757935,3.68865430355072,30.41998535156199,1.0,800,1.79,high strength,,50.54,3.5
0,1176.6940355300903,2507.761505126953,135.18003417968794,1.0,800,1.79,high strength,,50.98858256752994,0.75
0,580.5826187133789,2004.1568066406246,50.620019531250364,1.0,750,1.82,high modulus fiber,1,26.41812343917232,
0,1088.4594917297363,1910.503921508789,186.11999999999898,1.0,800,1.79,high strength,,48.53,0.5
0,1230.3807735443115,3583.0343627929688,31.0499902343754,1.0,800,1.79,high strength,,52.74,3.5
0,976.6446352005005,1858.4656677246094,48.590000000000146,1.0,800,1.79,high strength,,52.09,1.75
0,1140.9111022949219,2610.9201049804688,25.300000000000182,1.0,800,1.79,high strength,,57.75,4.0
0,1082.0094347000122,2668.741973876953,27.34002929687449,1.0,800,1.79,high strength,,40.203173308870994,3.5
0,1309.4297647476196,4585.75927734375,75.76999511718714,1.0,800,1.79,high strength,,46.38233054074638,1.5
0,1082.4439525604248,3789.059326171875,372.08002685547035,1.0,800,1.79,high strength,,51.73321632294866,0.25
0,1175.8214235305786,2387.7561950683594,101.78001708984357,1.0,800,1.79,high strength,,45.556346088409065,1.0
0,949.3756294250488,3293.341094970703,109.42996093749935,1.0,800,1.79,high strength,,52.1,0.75
0,1033.3349704742432,3414.9984741210938,178.0600219726566,1.0,800,1.79,high strength,,28.007526485867388,0.5
0,832.6237797737122,2352.719970703125,143.89998535156246,1.0,800,1.79,high strength,,34.80032599837001,0.5
0,1359.2411279678345,6.849522292613983,421.59999999999854,1.0,800,1.79,high strength,,51.16,0.25
0,1110.653281211853,4.919995307922363,64.10998046874738,1.0,800,1.79,high strength,,51.87,1.5
0,1120.4367876052856,4.970283508300781,18.890036621094623,1.0,800,1.79,high strength,,37.71013979826579,5.0
0,1043.2651042938232,3518.033203125,72.41001953125306,1.0,800,1.79,high strength,,49.75,1.25
0,1333.6434364318848,3382.3314514160156,29.41003662109324,1.0,800,1.79,high strength,,51.1992236240122,4.0
0,1649.0665674209595,5.81964898109436,150.06000976562427,1.0,800,1.79,high strength,,50.111964624847644,0.75
0,1725.4197597503662,5.458665490150452,107.73995849609491,1.0,800,1.79,high strength,,36.90625560136225,1.0
0,1201.4437913894653,1683.2723236083984,50.750024414061045,1.0,800,1.79,high strength,,42.25532333737984,2.0
0,1313.1662607192993,5.7569620013237,989.7499682617199,1.0,800,1.79,high strength,,47.388873942546255,0.1
0,1048.8497018814087,3485.0297241210938,30.84001953124971,1.0,800,1.79,high strength,,43.39015760694757,3.0
0,1375.1091957092285,4.832760214805603,38.139997558595496,1.0,800,1.79,high strength,,47.034217099521506,3.0
0,1286.0760688781738,3461.174285888672,56.05000244140683,1.0,800,1.79,high strength,,51.56718676903602,2.0
0,908.769428730011,3106.4422302246094,79.0000268554686,1.0,800,1.79,high strength,,39.21812405028319,1.0
0,1176.3968467712402,3308.5717163085938,51.339990234375364,1.0,800,1.79,high strength,,45.28724197960707,2.0
0,1250.0728368759155,3644.048858642578,31.53002197265596,1.0,800,1.79,high strength,,40.59071729957806,3.5
0,764.6107077598572,2215.9757537841797,66.41997802734386,1.0,750,1.82,high modulus fiber,1,49.664429530201346,
0,1686.8518590927124,2.241325333714485,21.969992675780304,1.0,800,1.79,high strength,,40.148269060735906,5.0
0,1139.8565769195557,3950.0565490722656,98.62004394531232,1.0,800,1.79,high strength,,45.85614963391374,1.0
0,2178.89404296875,6.092058420181274,84.77998535156257,1.0,800,1.79,high strength,,50.45881889320498,1.25
0,1290.118932723999,4448.209899902344,111.48000976562616,1.0,800,1.79,high strength,,51.94014363343437,1.0
0,1132.9461336135864,4.114659637212753,63.57000244140636,1.0,800,1.79,high strength,,39.52721275426059,1.5
0,590.4278755187988,2172.9708709716797,51.459985351561954,1.0,750,1.82,high modulus fiber,1,26.401712832864973,
0,1111.2875938415527,1930.3872528076172,48.149997558593896,1.0,800,1.79,high strength,,35.89977055031504,2.0
0,931.7492246627808,3153.166259765625,40.82999999999993,1.0,800,1.79,high strength,,42.25,2.0
0,1279.6704769134521,3005.8206481933594,32.21996337890596,1.0,800,1.79,high strength,,51.651008186363384,3.5
0,722.0950126647949,2763.9170507812496,62.77002441406239,1.0,750,1.82,high modulus fiber,1,48.55165102428985,
0,1044.3278551101685,3578.15478515625,896.029990234374,1.0,800,1.79,high strength,,39.08980792524658,0.1
0,922.533929347992,3136.405517578125,159.2100146484372,1.0,800,1.79,high strength,,26.236378876781217,0.5
0,799.2385029792786,2276.2257385253906,69.36998046875033,1.0,750,1.82,high modulus fiber,1,49.76710201844918,
0,1065.743088722229,3481.710479736328,27.010021972656432,1.0,800,1.79,high strength,,53.09,3.5
0,1484.9483966827393,6.071285784244537,57.86000000000058,1.0,800,1.79,high strength,,37.154079628637746,1.5
0,1193.7768459320068,3486.7345275878906,69.21000732421908,1.0,800,1.79,high strength,,48.71197109220189,1.5
0,882.0112347602844,2971.2422790527344,61.40997802734273,1.0,800,1.79,high strength,,42.82,1.25
0,1288.590669631958,4.431280732154846,28.55005126953074,1.0,800,1.79,high strength,,51.458988361189256,4.0
0,1171.9359159469604,3157.1600646972656,101.35001464843845,1.0,800,1.79,high strength,,46.78438605509026,1.0
0,2387.049436569214,3.2296003997325897,32.74999267578096,1.0,800,1.79,high strength,,36.97629449258755,3.5
0,583.5123062133789,2293.3765494791664,50.969995117187864,1.0,750,1.82,high modulus fiber,1,49.18699186991871,
0,772.9707956314087,3231.5788476562493,67.17002929687533,1.0,750,1.82,high modulus fiber,1,50.02725785934945,
0,1175.4757165908813,5.225856721401215,124.050048828125,1.0,800,1.79,high strength,,49.3350221659278,0.75
0,1178.187370300293,2540.4175415039062,202.75997558593735,1.0,800,1.79,high strength,,50.13034115380256,0.5
0,736.8246912956238,2802.887386067708,64.03997314453136,1.0,750,1.82,high modulus fiber,1,49.23857868020305,
0,1014.0419006347656,3269.1796875,58.86000000000058,1.0,800,1.79,high strength,,46.29,1.5
0,2192.315101623535,5.331409692764282,70.67002929687442,1.0,800,1.79,high strength,,46.15761135584924,1.5
0,1066.0325288772583,3697.618194580078,61.839960937499654,1.0,800,1.79,high strength,,46.38233054074638,1.5
0,1737.521767616272,3.8054060339927673,28.57996826171984,1.0,800,1.79,high strength,,43.18915429309232,3.5
0,3093.3704376220703,3.9921725392341614,25.259960937499272,1.0,800,1.79,high strength,,38.11097826851396,4.0
0,1239.4444942474365,3623.3212280273438,212.95996826171904,1.0,800,1.79,high strength,,51.03494324504785,0.5
0,1221.034288406372,3298.8353576660156,21.860058593749272,1.0,800,1.79,high strength,,54.24,5.0
0,1149.154782295227,3954.7803955078125,57.24000488281217,1.0,800,1.79,high strength,,51.285670790777495,1.75
0,1273.4135389328003,3.8800604939460754,22.810009765624272,1.0,800,1.79,high strength,,50.89011663597299,5.0
0,1170.8287000656128,762.0104827880859,127,1.0,800,1.79,high strength,,50.68,0.75
0,1166.3650274276733,3285.165069580078,27.81000000000131,1.0,800,1.79,high strength,,52.110146662675845,4.0
1,1166.3650274276733,3285.165069580078,27.81000000000131,1.0,800,1.79,high strength,,52.110146662675845,4.0
2,1166.3650274276733,3284.886016845703,27.82000976562631,1.0,800,1.79,high strength,,52.110146662675845,4.0
0,539.1707420349121,2096.756119791666,47.119968261718896,1.0,750,1.82,high modulus fiber,1,26.76756468865119,
0,1045.5310344696045,3521.5504760742188,45.759982910156396,1.0,800,1.79,high strength,,44.76,2.0
0,1611.8779182434082,443.6443405151367,139.1200268554694,1.0,800,1.79,high strength,,52.34484999458464,0.75
0,1292.8587198257446,520.6494026184082,42.750034179687646,1.0,800,1.79,high strength,,43.064182194616976,2.5
0,1261.3208293914795,4390.470428466797,44.12002929687333,1.0,800,1.79,high strength,,51.56318802289741,2.5
0,1055.227518081665,3500.2455139160156,52.610009765625364,1.0,800,1.79,high strength,,44.14471596318629,1.75
0,1066.6331052780151,3212.87255859375,53.16004882812558,1.0,800,1.79,high strength,,50.22,1.75
0,779.6708345413208,2995.5111621093747,67.70000732421886,1.0,750,1.82,high modulus fiber,1,48.7991063116738,
0,1052.2511005401611,3672.9324645996094,73.05997314453089,1.0,800,1.79,high strength,,47.509692812406804,1.25
0,1048.0397939682007,3663.8975830078125,180.63001953125058,1.0,800,1.79,high strength,,50.261410202063026,0.5
0,1393.0224180221558,96.13045692443848,202.8099633789061,1.0,800,1.79,high strength,,50.57,0.5
0,1254.7672986984253,1646.7952423095703,42.379978027343896,1.0,800,1.79,high strength,,49.41,2.5
0,1012.4679803848267,3395.0863037109375,869.0700268554701,1.0,800,1.79,high strength,,51.56,0.1
0,1238.6599779129028,3508.0933227539062,142.4800122070319,1.0,800,1.79,high strength,,50.73,0.75
0,1271.728754043579,1267.0440216064453,208.31996337890632,1.0,800,1.79,high strength,,42.28183517528613,0.5
0,1091.8220281600952,2892.3019409179688,73.98996582031032,1.0,800,1.79,high strength,,38.132733408323965,1.25
0,562.0409250259399,2194.7733691406247,49.129968261719114,1.0,750,1.82,high modulus fiber,1,26.378725682669995,
0,1005.4671764373779,3176.303466796875,18.180014648438373,1.0,800,1.79,high strength,,37.53327417923691,5.0
0,1231.4766645431519,1072.4323425292969,130.03996826171897,1.0,800,1.79,high strength,,49.62,0.75
0,1278.3784866333008,567.9684104919434,22.199973144532123,1.0,800,1.79,high strength,,48.4792599748251,5.0
0,545.9476709365845,2178.777571614583,47.740014648437864,1.0,750,1.82,high modulus fiber,1,27.010528178359735,
0,1417.8190231323242,5.446874499320984,46.559970703125146,1.0,800,1.79,high strength,,50.20089412031012,2.5
0,1256.7050457000732,4321.150817871094,31.67999511718699,1.0,800,1.79,high strength,,52.470969484202,3.5
0,1233.0256700515747,3.234083443880081,41.81004150390618,1.0,800,1.79,high strength,,50.70718386780563,2.5
0,1247.3522424697876,1574.352767944336,85.06996337890632,1.0,800,1.79,high strength,,51.147750298387315,1.25
0,1204.1332721710205,2372.7365112304688,59.61999999999989,1.0,800,1.79,high strength,,42.27804926043751,1.75
0,1135.634183883667,3945.979522705078,130.99999023437704,1.0,800,1.79,high strength,,38.20441697974088,0.75
0,1190.7360553741455,2353.8323364257812,59.23999511718739,1.0,800,1.79,high strength,,52.634695085849614,1.75
0,1080.8738470077515,2278.2101440429688,33.16998535156199,1.0,800,1.79,high strength,,39.6392070786748,3.0
0,1321.9975233078003,1847.6084289550781,220.26000732421926,1.0,800,1.79,high strength,,51.14096940758426,0.5
0,1315.8880472183228,1191.441879272461,103.43999023437482,1.0,800,1.79,high strength,,50.325985718720894,1.0
0,1307.3402643203735,4335.975494384766,32.89000732422028,1.0,800,1.79,high strength,,48.55756583754713,3.5
0,1201.6443014144897,3061.14697265625,26.65997558593699,1.0,800,1.79,high strength,,49.52391877939658,4.0
0,1161.5616083145142,3067.0988159179688,34.03002197265596,1.0,800,1.79,high strength,,52.0,3.0
0,1292.372465133667,3212.864044189453,37.77996093749971,1.0,800,1.79,high strength,,51.35299483125571,3.0
0,1069.5449113845825,3569.2058715820312,62.04999267578114,1.0,800,1.79,high strength,,43.479238254279196,1.5
0,636.9590163230896,1282.8101448567706,55.21998535156217,1.0,750,1.82,high modulus fiber,1,24.27719137218908,
0,1100.6394624710083,4.739424169063568,75.8500122070327,1.0,800,1.79,high strength,,35.55946104276508,1.25
0,1695.37353515625,5.5583256483078,106.35001464843663,1.0,800,1.79,high strength,,36.70203200863154,1.0
0,1101.4115810394287,3.4283432364463806,19.459982910156214,1.0,800,1.79,high strength,,49.23,5.0
0,666.8447852134705,638.8600642903644,59.23994384765592,1.0,750,1.82,high modulus fiber,1,27.360774818401936,
0,1568.765640258789,5.145979464054108,38.56999023437493,1.0,800,1.79,high strength,,42.2,2.5
0,1298.8543510437012,4004.8607482910156,23.130026855465985,1.0,800,1.79,high strength,,51.22086416673596,5.0
0,1288.983941078186,4390.881042480469,1106.4399804687491,1.0,800,1.79,high strength,,51.05264621631393,0.1
0,889.7755146026611,3002.794464111328,44.569980468750146,1.0,800,1.79,high strength,,45.15,1.75
0,1134.290337562561,1807.7899932861328,76.88999023437646,1.0,800,1.79,high strength,,50.42,1.25
0,873.672604560852,308.129150390625,42.49003417968743,1.0,800,1.79,high strength,,48.18,1.75
0,1185.716986656189,4074.3470764160156,51.71003662109342,1.0,800,1.79,high strength,,48.99142128448876,2.0
0,1074.7917890548706,1445.4141998291016,18.699973144532123,1.0,800,1.79,high strength,,50.23,5.0
0,1368.9943552017212,808.0908508300781,48.339990234375364,1.0,800,1.79,high strength,,47.43,2.0
0,1775.1413583755493,3.8994839787483215,449.1600195312494,1.0,800,1.79,high strength,,51.53918167299962,0.25
0,1395.8256244659424,3860.5973510742188,74.42001953125055,1.0,800,1.79,high strength,,51.46835792086033,1.5
1,1395.8256244659424,3860.5973510742188,74.42001953125055,1.0,800,1.79,high strength,,51.46835792086033,1.5
0,1133.6640119552612,3738.886962890625,97.64000244140607,1.0,800,1.79,high strength,,43.108352728213085,1.0
0,2566.769599914551,2.7979570627212524,47.389987792968896,1.0,800,1.79,high strength,,40.69481416585234,2.0
0,1086.1070156097412,1897.2932739257812,186.58002197265887,1.0,800,1.79,high strength,,50.71,0.5
0,1065.0492906570435,3700.5281982421875,31.35003906249949,1.0,800,1.79,high strength,,42.308322680040646,3.0
0,966.6265249252319,3342.6315307617188,111.30001708984491,1.0,800,1.79,high strength,,34.28176692431201,0.75
0,1058.9179992675781,3576.8303833007812,908.7700122070346,1.0,800,1.79,high strength,,52.45,0.1
0,1109.7731590270996,3568.8674926757812,32.61004882812449,1.0,800,1.79,high strength,,42.62241637869205,3.0
0,1312.1048212051392,3409.9876098632812,75.81998291015589,1.0,800,1.79,high strength,,52.68053987202237,1.5
0,1010.5699300765991,3443.9518432617188,174.1700073242173,1.0,800,1.79,high strength,,32.23732337427329,0.5
0,1165.783166885376,1610.595703125,33.67003662109346,1.0,800,1.79,high strength,,52.18,3.0
0,1166.1263704299927,3.600224554538727,38.51994140624993,1.0,800,1.79,high strength,,42.96,2.5
0,904.6400785446167,3013.626983642578,156.0499902343763,1.0,800,1.79,high strength,,23.816119816466113,0.5
0,665.7460331916809,2.616814098358154,59.01001464843739,1.0,750,1.82,high modulus fiber,1,49.352323653999626,
1,665.7460331916809,2.616814098358154,59.01001464843739,1.0,750,1.82,high modulus fiber,1,49.352323653999626,
0,1186.097502708435,2526.0746154785156,82.18001953124985,1.0,800,1.79,high strength,,39.06872078933703,1.25
0,1142.0965194702148,1782.8863220214844,19.689963378905304,1.0,800,1.79,high strength,,43.28252392768522,5.0
0,498.8637864589691,1952.4242545572913,43.62998779296868,1.0,750,1.82,high modulus fiber,1,27.026668435717127,
0,1211.4901542663574,1021.7962875366211,34.93999511718721,1.0,800,1.79,high strength,,48.610137818266764,3.0
0,1356.4015626907349,412.6897087097168,44.40000732421868,1.0,800,1.79,high strength,,41.60583941605839,2.5
0,1101.2938022613525,1383.0184478759766,23.530041503905522,1.0,800,1.79,high strength,,40.54054054054054,4.0
